word,Lg10WF,AoA,Prevalence,SemD,Conc.M
drop,3.8236,4.38543625,2.33,2.07,4.21
worked,3.7692,5.493226452,2.22,2.06,2.83
small,3.8044,3.642983125,2.32,2.23,3.22
plan,3.8712,6.903492917,2.43,1.97,3.4
somewhere,3.755,6.6824,2.32,1.77,2.08
less,3.7534,3.9664,2.25,2.28,2.77
blood,3.9774,5.016436458,2.58,1.66,4.86
none,3.7514,4.955448226,2.16,2.13,2.59
safe,3.8636,5.103866667,2.26,1.99,3.41
sign,3.8324,5.473384167,2.58,2.05,4.62
piece,3.8028,4.841223542,2.2,1.99,4.14
cold,3.8221,3.6807625,2.22,1.75,3.85
weeks,3.822,5.481370968,2.35,2.06,
bye,3.9631,2.551890625,2.43,1.64,2.25
turned,3.7315,4.77524,2.24,1.88,3.38
clean,3.7913,4.219206458,2.22,1.91,3.07
dear,4.0568,5.709774194,2.42,1.4,2.25
ah,4.0227,,,1.45,
follow,3.7982,5.465998561,2.17,2.2,3.26
seeing,3.7476,3.545004792,2.43,1.97,3.48
mrs,4.2003,,,1.43,
learn,3.7816,4.749257292,2.32,1.88,2.2
street,3.8784,4.600627849,2.43,1.79,4.75
works,3.729,5.493226452,2.44,1.95,3.79
explain,3.7537,6.905718889,2.43,2.02,1.97
ass,4.0624,7.279903125,2.27,1.6,4.67
ain,4.3473,,,,
husband,3.9972,5.932859394,2.34,1.53,4.11
wow,3.9117,,,1.44,1.48
possible,3.7647,7.298765,2.58,2.29,1.56
police,4.0808,5.131134545,2.58,1.61,4.79
wonderful,3.9225,6.577215,2.25,1.74,1.82
white,3.9418,4.094141613,2.35,1.9,3.89
lie,3.7877,4.684570625,2.44,1.98,3.11
felt,3.7862,4.80646,2.32,1.83,3.04
meant,3.7257,5.23767875,2.58,2.05,1.5
step,3.782,4.741713306,2.44,2.12,4.54
air,3.8507,4.178048125,2.58,1.91,4.11
fall,3.7814,4.306847917,2.43,2.14,4.04
city,3.9358,5.812230303,2.35,1.85,4.79
moving,3.7857,4.869078925,2.44,2.06,3.82
scared,3.8328,3.79,2.43,1.59,2.5
words,3.7941,4.562108125,2.33,1.93,
meeting,3.8295,6.674727273,2.44,1.95,3.31
expect,3.7243,8.053083131,2.35,2.09,1.89
rather,3.7654,7.812869697,2.32,2.24,1.48
worth,3.7459,7.98914375,2.43,2.15,1.89
country,3.9167,6.45742303,2.43,2.15,4.17
absolutely,3.7612,8.18695,2.33,1.94,1.97
become,3.7705,6.295832273,2.44,2.26,1.54
early,3.7412,5.132161818,2.09,2.27,2.25
company,3.8755,7.7442,2.58,1.9,4.11
longer,3.703,5.052004375,2.43,2.22,2.75
children,3.9509,4.214006875,2.43,1.82,4.89
thinks,3.719,5.098973125,2.43,1.81,
ten,3.869,4.009622742,2.58,2.06,3.39
handle,3.7427,6.331035354,2.43,1.99,4.57
shoot,3.925,5.837973118,2.58,1.66,3.97
control,3.8237,7.882347424,2.58,2.14,1.93
careful,3.7444,5.51785,2.32,2.11,1.86
feet,3.7894,3.028612708,2.58,1.77,
worse,3.6992,2.642091042,2.24,1.97,1.61
book,3.9555,3.890078594,2.43,1.83,4.9
poor,3.8185,5.830049583,2.42,1.99,2.7
forgot,3.7029,5.528261111,2.33,1.69,2.18
eye,3.756,3.50312,2.32,1.94,4.9
busy,3.7351,5.503189899,2.19,1.93,2.41
beat,3.8272,5.77911086,2.27,1.74,3.97
black,3.9328,3.734472688,2.44,1.79,3.76
changed,3.7117,5.403321042,2.23,2.14,
talked,3.7183,3.837132708,2.44,1.7,
ones,3.7142,2.633555,2.58,2.12,
picture,3.8489,4.27678197,2.43,1.96,4.52
questions,3.7794,5.855686869,2.33,1.86,
broke,3.7288,5.935415269,2.44,1.94,3.29
pass,3.7415,5.393132813,2.58,2.06,2.71
tired,3.7594,4.307855,2.33,1.66,3
watching,3.706,4.87116129,2.44,1.75,3.58
em,4.1089,,,,
quiet,3.7766,3.958759697,2.11,1.85,2.76
anywhere,3.6534,,,2,2.21
wear,3.7464,4.70449375,2.19,1.64,3.61
finish,3.7029,6.090476768,2.32,1.77,2.89
mistake,3.7161,6.15039899,2.44,1.97,1.97
ride,3.8392,4.6455775,2.58,1.61,3.75
fault,3.7252,6.699616667,2.44,1.9,2.41
ladies,3.8485,4.344326263,2.58,1.65,4.6
needed,3.683,4.629733656,2.33,2.2,
quick,3.7437,5.439612339,2.44,2.01,2.89
choice,3.6969,6.213875625,2.58,2.11,1.9
act,3.7455,6.027305484,2.58,1.99,2.46
cannot,3.8106,5.549842424,2.11,2.12,2.33
given,3.6859,4.096547083,2.18,2.33,2.33
hasn,3.6652,,,,
child,3.9053,4.214006875,2.58,1.62,4.78
caught,3.6805,5.2027375,2.22,1.86,3.27
shall,3.9751,7.313800208,2.35,1.79,2.33
worried,3.6841,6.65,2.43,1.86,2.21
dog,3.9928,3.174288542,2.44,1.26,4.85
sister,3.9642,3.284972525,2.33,1.6,4
red,3.8781,3.343300208,2.33,1.88,4.24
coffee,3.8676,5.768836364,2.3,1.53,4.81
spend,3.6774,6.247491398,2.33,1.99,2.93
kept,3.659,4.82688,2.33,2.03,2.79
mouth,3.7264,3.58,2.58,1.52,4.74
certainly,3.783,7.19845,2.18,2.12,1.86
yesterday,3.6934,4.80628,2.32,1.56,3
sitting,3.6826,3.402046875,2.13,1.76,3.76
attention,3.7018,6.78,2.58,2.18,2.3
stick,3.695,4.867741935,2.23,1.89,4.59
daughter,3.9415,4.860561212,2.34,1.59,4.79
date,3.8585,6.321424138,2.42,1.96,3.9
power,3.8809,7.241859394,2.58,2.04,2.04
gun,4.0364,5.334378495,2.32,1.44,4.83
mad,3.7623,3.427825,2.44,1.71,2.76
loved,3.7504,4.821101371,2.44,1.56,
middle,3.658,5.849856061,2.43,2.03,3.69
gentlemen,3.8963,6.92815,2.43,1.52,
decided,3.6553,7.016798283,2.32,2.07,1.83
write,3.8108,5.107578125,2.32,1.81,4.22
human,3.8037,6.001544444,2.32,1.81,4.93
o,3.9822,,,,
wake,3.7297,5.187503125,2.58,1.88,3.11
perhaps,3.8414,7.493293182,2.24,2.1,1.19
missed,3.6598,5.540846774,2.17,1.89,
others,3.7043,5.751220833,2.25,2.24,
parents,3.856,4.56201303,2.32,1.61,
month,3.6862,5.380923306,2.32,2.04,4.2
across,3.6814,5.02375,2.33,2.05,3.07
besides,3.6364,,,1.93,2.25
table,3.7314,3.612760101,2.33,1.81,4.9
appreciate,3.6409,8.869105,2.58,2.05,2.23
ran,3.6332,4.044265625,2.43,1.8,3.82
simple,3.6586,6.404632273,2.58,2.16,1.62
suppose,3.8073,8.112598485,2.44,1.64,1.37
bitch,3.935,10.28624946,2.58,1.28,3.72
secret,3.7471,5.146333333,2.44,1.89,2.19
personal,3.6699,8.05,2.34,2.06,2.21
blow,3.697,4.781272917,2.31,1.95,3.74
short,3.6403,4.831810417,2.43,2.26,3.61
instead,3.6068,7.895854545,2.33,2.23,1.48
near,3.6273,4.849551613,2.32,2.14,2.79
fair,3.6842,5.800586458,2.31,2.07,2.39
terrible,3.6809,6.19141,2.42,1.72,2.04
dream,3.8324,5.188344531,2.43,1.77,2.6
relax,3.6935,7.77698,2.58,1.63,2.86
evening,3.7893,5.98735,2.33,1.78,3.26
smart,3.6911,5.671937634,2.58,1.8,1.75
happening,3.6645,5.840436768,2.44,1.96,2.1
clothes,3.7126,3.766965625,2.21,1.59,4.76
wearing,3.6445,4.70449375,2.34,1.63,3.59
win,3.8368,4.8702,2.58,1.67,2.67
cover,3.6821,6.071730303,2.44,2.08,4.23
seven,3.7266,3.636584697,2.44,2.1,3.72
finished,3.6304,6.090476768,2.44,1.9,2.78
enjoy,3.6256,5.660771515,2.26,1.93,2.29
road,3.7566,4.464784375,2.43,1.84,4.75
um,4.0491,,,,
interesting,3.6456,6.95,2.31,2.09,1.6
tough,3.6644,6.359429167,2.45,1.96,2.5
kiss,3.791,3.702082796,2.35,1.29,4.48
ma,3.9767,2.916612903,0.83,1.59,3.59
surprise,3.6566,6.026640404,2.58,1.92,3.24
forever,3.6561,,,1.79,1.34
lying,3.6506,4.684570625,2.44,1.77,2.52
floor,3.7104,4.03004,2.44,1.69,4.8
imagine,3.6164,6.52049,2.34,1.87,1.53
join,3.629,6.254669375,2.27,2.1,2.86
standing,3.6015,4.717653226,2.32,1.98,4.04
music,3.8885,4.241474747,2.44,1.49,4.31
bought,3.6398,5.008200968,2.58,1.92,2.96
stopped,3.5849,3.478353333,2.58,1.75,3.25
strong,3.6465,5.056658333,2.43,2.23,3.14
eight,3.6999,3.913167742,2.58,2.11,4.04
completely,3.6339,,,2.18,2.18
charge,3.659,7.130866667,2.58,1.98,2.96
interested,3.641,8.83,2.58,2.07,2.19
state,3.7404,7.105649792,2.43,2.07,3.52
count,3.6617,3.977427083,2.21,1.97,3
certain,3.639,7.786960808,2.45,2.19,1.68
daddy,3.975,2.072945455,2.44,1.4,4.24
paid,3.6405,5.758620625,2.43,2,
dr,4.1817,,,1.65,
lunch,3.7252,4.459989247,2.44,1.62,4.31
calls,3.6126,4.620230938,2.44,2.03,
future,3.7226,7.627989899,2.32,2.18,1.86
dark,3.6551,3.750375,2.35,1.69,4.29
entire,3.6097,7.923338889,2.33,2.19,2.03
missing,3.6518,5.540846774,2.43,1.99,2.57
paper,3.722,4.135364773,2.33,1.83,4.93
team,3.8767,5.853843011,2.32,1.76,3.79
present,3.6593,5.055378586,2.35,2.28,3.39
proud,3.63,6.015841667,2.58,1.92,2.07
report,3.7411,7.570075833,2.58,1.98,3.92
mess,3.6005,4.74261875,2.58,1.8,3.9
hospital,3.8017,5.99355,2.43,1.61,4.64
return,3.67,6.66351697,2.58,2.18,2.97
realize,3.6056,7.73045,2.15,1.77,2.03
afternoon,3.669,5.18445,2.45,1.78,3.7
weird,3.7124,6.318,2.26,1.47,1.59
difference,3.6093,7.4511,2.32,2.11,2.15
swear,3.6529,7.431285625,2.24,1.66,2.45
fix,3.6461,5.09146875,2.33,1.89,2.93
pain,3.6986,4.918221406,2.44,1.59,3.5
born,3.6303,4.788873333,2.45,1.78,3.22
likes,3.5899,4.226994032,2.58,1.83,
war,3.95,6.818846935,2.33,1.83,3.63
pleasure,3.6148,8.283440404,2.58,1.77,2.04
putting,3.5401,4.351097292,2.18,2.11,
figured,3.5904,7.510684848,2.26,1.74,2.46
shit,4.384,,,1.25,4.33
strange,3.6443,6.65478125,2.43,1.8,1.86
spent,3.5533,6.247491398,2.26,2.04,3
million,3.7886,7.39855,2.32,1.78,2.9
neither,3.5381,7.054610909,2.32,2.13,1.64
during,3.588,7.033023939,2.44,2.3,1.48
liked,3.604,4.226994032,2.58,1.63,
law,3.7733,7.447754839,2.33,1.89,2.57
lead,3.6281,7.016229167,2.32,2.19,4.1
using,3.5467,5.236355,2.58,2.19,
bag,3.681,4.372975,2.25,1.64,4.9
situation,3.6241,9.15265,2.43,2.14,2.03
starting,3.5513,5.008958172,2.33,2.17,2.14
age,3.6064,4.437995469,2.44,1.93,2.86
sex,3.89,9.076026042,2.43,1.5,4.1
blue,3.7179,3.368744301,2.33,1.77,3.76
lovely,3.6861,6.25061,2.35,1.63,2.29
whoa,3.9044,,,,1.83
walking,3.5829,3.982671875,2.43,1.75,4.29
feels,3.5527,4.80646,2.32,1.79,
calm,3.6572,6.535742969,2.44,1.77,2.83
dance,3.878,4.93514375,2.44,1.36,4.32
cute,3.6509,4.5034,2.43,1.36,2.76
especially,3.5352,,,2.26,1.28
deep,3.5907,5.44116129,2.32,1.94,3.38
class,3.7771,4.879612917,2.25,1.72,3.85
seat,3.6041,4.68418125,2.44,1.74,4.78
holding,3.5479,4.983896875,2.23,2.05,3.72
window,3.6422,4.562831313,2.43,1.63,4.86
hungry,3.5946,3.428483838,2.58,1.69,2.9
sell,3.6727,6.2690375,2.58,1.84,3.35
picked,3.5484,5.133979113,2.35,1.78,2.63
problems,3.5946,6.479841414,2.26,2.14,
message,3.6691,7.067478788,2.42,1.93,3.97
fell,3.571,4.306847917,2.14,1.91,3.55
history,3.6315,6.90105,2.3,1.93,2.96
building,3.7058,5.956246465,2.58,1.92,4.64
broken,3.5605,5.935415269,2.44,2.04,4.11
quit,3.6624,6.104144086,2.58,1.66,2.56
service,3.6103,8.016615152,2.43,1.99,2.21
smell,3.6275,4.191051719,2.58,1.56,3.7
voice,3.643,5.063927083,2.43,1.64,4.13
record,3.6401,7.575938864,2.58,1.9,4.15
moved,3.5486,4.869078925,2.43,1.95,
grab,3.5581,5.687210753,2.58,1.66,3.52
definitely,3.5853,,,1.9,1.74
slow,3.5886,4.488056989,2.25,2.06,3.28
dangerous,3.5818,5.6,2.25,2.03,2.13
bother,3.5362,6.496704242,2.45,1.74,2
killing,3.5984,5.84204379,2.35,1.69,3.43
single,3.5655,7.002836263,2.42,2.2,3.27
information,3.6588,7.55065,2.32,2,2.87
offer,3.581,7.739887778,2.58,2.1,2.23
favor,3.5575,7.013442424,2.15,,2.07
fool,3.6587,7.245301075,2.17,1.55,3.19
amazing,3.6199,5.22,2.43,1.9,1.55
gives,3.5173,4.096547083,2.58,2.17,
trip,3.6236,5.272215625,2.58,1.82,3.71
named,3.5521,3.767508333,2.29,2.07,
upset,3.5799,5.830630303,2.36,1.79,2.41
box,3.6607,4.6015875,2.15,1.92,4.9
owe,3.5778,7.840573118,1.9,1.93,2.07
third,3.58,4.5951,2.32,2.21,3.44
hide,3.5508,4.669366667,2.18,1.83,3.21
share,3.5497,4.896881719,2.32,1.98,2.96
forward,3.567,6.492074394,2.43,2.08,2.66
earth,3.7054,5.505366667,2.45,1.72,4.8
saved,3.5513,5.75977125,2.25,1.98,2.63
boss,3.8021,6.832447917,2.43,1.49,3.83
honest,3.567,6.142227045,2.58,1.86,1.66
speaking,3.5522,4.513748958,2.58,2.05,3.83
buddy,3.72,4.974539394,2.58,1.35,3.48
wondering,3.5095,7.280150152,2.35,1.65,2.07
usually,3.5072,,,2.11,2.04
stuck,3.5315,4.867741935,2.22,1.8,3.55
loves,3.5677,4.821101371,2.44,1.57,
th,3.6981,,,,
twice,3.5041,5.003585938,2.31,2.11,2.93
totally,3.6413,,,2.06,1.78
jesus,3.9149,,,,
whose,3.5035,,,2.25,1.68
goodbye,3.774,3.64,2.43,1.55,3
ground,3.5678,4.781051094,2.45,2.03,4.77
respect,3.5617,8.23920447,2.58,2.09,2.04
agree,3.5184,6.560294343,2.58,1.93,2.31
driving,3.5776,5.536750781,2.58,1.72,3.96
tv,3.716,,,1.52,5
prove,3.5552,8.011711828,2.09,2.17,1.83
private,3.5883,6.704339394,2.35,1.97,2.72
whether,3.5347,7.956806162,2.33,2.24,1.59
listening,3.506,4.77983899,2.58,1.73,2.48
congratulations,3.5583,7.25,2.58,1.57,2.44
beginning,3.5079,5.945513333,2.58,2.19,2.5
system,3.6691,9.080114141,2.26,2.09,2.94
lived,3.5275,5.62794875,2.58,1.87,2.38
bar,3.6421,6.717007813,2.32,1.66,4.67
mention,3.482,8.3718,2.33,2.05,2.69
forgive,3.5931,6.098742424,2.23,1.49,1.92
position,3.5655,8.10775,2.42,2.2,2.62
dress,3.6482,4.234387328,2.58,1.46,4.93
seriously,3.5147,,,2.15,2
carry,3.5266,5.241381818,2.58,2.23,4.04
plenty,3.5023,6.549567424,2.43,2.03,2.39
accident,3.6177,5.96305,2.44,1.62,3.26
list,3.6139,5.735467708,2.58,2.03,4.43
notice,3.4804,7.300241136,2.16,1.97,3.3
doubt,3.506,8.202209677,2.43,2.11,1.79
key,3.6465,4.274804688,2.31,2.1,4.89
involved,3.5398,9.198575051,2.44,2.21,2.03
kick,3.5735,4.498925156,2.44,1.42,4.33
protect,3.5544,7.425962525,2.32,2.03,2.86
promised,3.5011,5.932790404,2.43,2.01,
area,3.5823,7.1984,2.44,2.17,3.72
joke,3.5711,5.741536406,2.58,1.71,2.9
club,3.7023,6.221949375,2.32,1.61,3.78
upstairs,3.5573,,,1.42,4.33
teach,3.5701,5.263095806,2.43,1.67,3.15
idiot,3.5287,6.5725,2.11,1.63,3.32
obviously,3.489,8.81959,2.3,2.1,1.82
store,3.6211,5.844215208,2.58,1.77,4.5
hundred,3.6038,5.671715152,2.35,1.75,3.2
gotten,3.4423,3.826673333,1.52,1.65,2.61
normal,3.5551,6.596265657,2.44,2.12,1.4
ya,3.8845,,,,
sake,3.5149,9.201414063,2.17,1.77,2.74
admit,3.48,7.206332222,2.32,1.94,2.32
nose,3.5512,3.487208602,2.24,1.66,4.89
difficult,3.487,5.85,2.33,2.22,2.21
fly,3.6371,3.569098958,2.31,1.62,4.64
ought,3.6148,9.003532043,2.02,1.87,1.43
card,3.6393,5.525806452,2.34,1.67,4.9
public,3.5594,8.018286439,2.43,2.09,2.57
blame,3.477,6.305756563,2.58,1.92,2.06
bunch,3.4777,5.811884946,2.44,1.73,3.5
eating,3.4918,2.906082083,2.3,1.61,4.14
nervous,3.5348,7.436119192,2.58,1.82,1.85
wall,3.557,4.307548387,2.58,1.75,4.86
rich,3.6129,6.1402,2.44,1.97,2.79
push,3.5562,4.315346667,2.58,1.99,4.21
movie,3.7974,5.280826263,2.25,1.01,4.59
station,3.6057,6.839191919,2.58,1.62,4.32
surprised,3.4486,6.63,2.32,1.81,2.5
group,3.5755,6.271021505,2.58,2.09,4.12
test,3.6324,6.132423333,2.44,1.8,3.93
hmm,3.7236,,,1.27,
awful,3.5099,6.197779697,2.23,1.67,1.92
visit,3.4763,5.328263333,2.43,1.93,3.92
american,3.7172,,,1.81,
fit,3.4681,5.92959871,2.44,2.04,2.7
knock,3.5185,5.316330469,2.58,1.89,4.24
worst,3.4586,2.642091042,2.32,2.06,1.54
staying,3.483,4.926855591,2.33,1.86,
dying,3.5336,5.110116344,2.43,1.78,3.16
york,3.8494,,,1.77,
ring,3.675,4.919590081,2.44,1.83,4.81
land,3.6527,5.529484531,2.42,1.79,4.57
ball,3.7287,3.04433871,2.14,1.49,5
extra,3.4797,6.59329596,2.33,2.15,2.46
grow,3.4822,5.098,2.33,1.85,3.03
miles,3.6533,6.984423958,2.43,1.78,3.61
learned,3.472,4.749257292,2.22,1.94,2.46
dirty,3.5302,4.992644848,2.43,1.77,4.23
impossible,3.4794,7.2471,2.22,2.15,1.66
lots,3.487,,,1.82,3.3
fighting,3.5577,5.281102031,2.58,1.84,3.78
foot,3.5201,3.028612708,2.44,1.87,4.9
fat,3.6077,4.84996129,2.31,1.58,4.52
marry,3.7262,5.948571717,2.43,1.32,3.03
murder,3.7572,8.035495152,2.19,1.49,3.61
security,3.6822,9.0346,2.58,1.9,2.82
keeps,3.4285,4.82688,2.44,1.95,
low,3.4796,4.854417708,2.18,2.2,3.34
sleeping,3.4812,3.140803333,2.58,1.58,4.23
soul,3.594,7.543503125,2.24,1.57,1.86
keeping,3.4165,4.82688,2.43,2.17,2.19
rid,3.4847,7.159773438,2.23,,2.13
spot,3.4971,5.307670968,2.18,1.97,4.21
officer,3.7215,7.422555,2.43,1.72,4.8
hotel,3.7214,6.077842424,2.33,1.51,4.93
wrote,3.5599,5.107578125,2.17,1.72,3.55
shoes,3.5778,3.128212903,2.31,1.51,
often,3.4663,6.09133,2.44,2.19,2.5
drunk,3.5916,9.577445161,2.35,1.49,3.48
losing,3.435,5.375926094,2.58,2.01,2.28
begin,3.4634,5.111504141,2.16,2.13,2.56
english,3.5773,,,1.77,
sad,3.5096,3.61802,2.23,1.81,3.07
seconds,3.5568,5.204005985,2.31,1.69,
crap,3.4986,8.67985,2.17,1.05,3.67
john,3.9947,,,1.95,3.48
cost,3.4475,6.727155417,2.34,1.96,2.5
brain,3.5943,6.180865156,2.26,1.56,4.69
lord,3.848,6.053573118,2.24,1.62,3.04
reach,3.463,5.076978542,2.11,2.17,3.7
experience,3.4898,9.0638,2.43,2.04,1.8
ridiculous,3.4529,7,2.34,1.7,1.79
reading,3.4961,4.11,2.58,1.85,3.71
force,3.5569,7.2189975,2.33,2.1,3
within,3.4797,8.04856,2.24,2.31,2.81
tells,3.4259,4.405991667,2.26,1.82,
favorite,3.4819,5.72,2.43,,2.71
ice,3.6083,4.36008879,2.58,1.6,4.89
jump,3.5517,3.924475,2.58,1.82,4.52
places,3.4325,5.431385726,2.35,2.13,
c,3.6699,,,,
double,3.505,5.977097374,2.26,2.09,3.37
nine,3.5368,4.105061042,2.43,2.05,4.04
suddenly,3.4556,6.9019,2.25,1.7,1.84
breakfast,3.5292,3.512633106,2.58,1.56,4.43
consider,3.4276,8.758475,2.58,2.12,1.68
hoping,3.4057,5.928156042,2.18,1.95,
neck,3.4823,3.770780208,2.58,1.62,5
waste,3.4341,6.663465625,2.43,1.61,3.24
attack,3.5859,6.874214646,2.43,1.89,3.71
sun,3.5507,3.449888542,2.18,1.65,4.83
folks,3.5887,8.254077083,2.34,1.66,3.52
fresh,3.4442,6.447438542,2.58,1.97,1.97
lay,3.4729,4.684570625,2.2,1.88,3.86
bigger,3.4419,2.839965625,2.58,1.99,3.53
girlfriend,3.5891,6.26,2.25,1.49,4.25
song,3.6793,4.500105208,2.33,1.36,4.46
arm,3.5234,3.496225,2.26,1.66,4.96
suit,3.5441,6.925823125,2.33,1.87,4.97
helping,3.4131,4.461025469,2.43,2.04,2.53
ourselves,3.4276,5.99248,2.13,1.62,2.41
everywhere,3.4219,5.10283,2.26,1.95,2
laugh,3.5061,3.918653125,2.58,1.56,4.21
rules,3.5364,5.639676667,2.33,1.81,
seemed,3.4422,6.637007813,2.25,1.8,
college,3.638,8.905295354,2.42,1.61,4.62
ways,3.4206,5.151489583,2.18,2.13,2
decide,3.4103,7.016798283,2.58,2.04,1.92
hanging,3.4371,5.912808906,2.43,1.8,4.03
cash,3.5676,6.001653763,2.42,1.78,4.48
field,3.554,5.866266129,2.32,1.87,4.26
type,3.4905,7.273652344,2.43,2.07,3.3
passed,3.4203,5.393132813,2.58,2.03,
roll,3.5089,4.816742708,2.58,1.8,4.16
fear,3.547,5.207118958,2.44,1.9,2.57
green,3.5678,3.833385417,2.26,1.86,4.07
darling,3.8205,6.238160606,2.44,1.31,2.54
walked,3.4374,3.982671875,2.25,1.58,
rock,3.643,3.96895,2.06,1.49,4.91
cry,3.5249,2.857949785,2.58,1.65,4
turns,3.4071,4.77524,2.43,1.87,3.41
round,3.5307,4.813562258,2.43,1.96,3.9
holy,3.5411,5.913957576,2.43,1.38,1.67
honor,3.6913,8.337860606,2.12,1.53,1.68
arms,3.4844,,,1.72,4.97
plans,3.4576,6.903492917,2.43,2.01,
smoke,3.5235,5.482875938,2.42,1.54,4.96
machine,3.5544,6.645456667,2.44,1.76,4.25
gift,3.5173,4.985263441,2.43,1.8,4.56
warm,3.4249,4.440420215,2.32,1.73,3.56
park,3.5657,4.717922188,2.44,1.77,4.74
b,3.6325,,,,
raise,3.4496,6.530394167,2.43,2.05,3.8
relationship,3.5382,9.11,2.18,1.94,2.8
feelings,3.4682,6.251546465,2.44,1.6,
bill,3.7812,7.946992188,2.58,1.64,4.68
peace,3.5504,6.771736048,2.33,1.76,1.62
complete,3.4211,6.671648485,2.34,2.25,2.7
lock,3.4603,6.033004167,2.44,1.67,4.65
uncle,3.8013,4.308028283,2.43,1.5,4.24
angry,3.4784,4.783644924,2.43,1.7,2.53
closed,3.4408,4.949794531,2.35,1.9,3.37
accept,3.4302,7.304461515,2.31,2.08,3.03
hardly,3.4173,7.51477,2.42,2,1.62
action,3.4936,6.918890909,2.41,2.1,2.86
silly,3.4643,4.560343333,2.45,1.58,2.2
legs,3.4527,2.946355376,2.43,1.58,
glass,3.4909,4.781365376,2.44,1.61,4.82
court,3.7108,8.075612903,2.3,1.78,4.31
bathroom,3.4978,3.021018182,2.43,1.32,4.52
treat,3.4228,5.193093333,2.34,2.04,3.79
pulled,3.396,5.05059375,2.42,1.65,
sweetheart,3.5149,6.26,2.26,1.3,2.79
boyfriend,3.5664,6.89,2.58,1.41,4.59
interest,3.4148,7.72643,2.25,2.13,1.8
showed,3.3849,5.319487292,2.33,2.16,
contact,3.5193,7.953662525,2.58,1.98,3.86
taste,3.418,4.515689247,2.2,1.8,4.07
herself,3.4275,5.73547,2.34,1.48,3
willing,3.4002,8.58,2.44,2.13,2.07
apart,3.38,6.657393939,2.25,2.23,3.15
star,3.618,4.1549,2.19,1.62,4.69
possibly,3.3971,,,2.2,1.74
wind,3.4813,4.319437083,2.33,1.57,3.93
upon,3.5051,5.664351515,2.2,2.13,2.83
kitchen,3.4735,3.88776303,2.43,1.43,4.97
dropped,3.395,4.38543625,2.33,1.96,
acting,3.4275,6.027305484,2.14,2.01,2.54
further,3.4299,4.757838438,2.34,2.38,1.88
tight,3.4146,5.89600625,2.58,1.9,3.87
decision,3.4486,8.11865,2.58,1.97,2.19
corner,3.4281,5.21,2.32,1.8,4.61
beer,3.5856,7.525690625,2.34,1.37,4.88
quickly,3.4597,5.20168,2.43,2.05,2.36
thousand,3.5484,6.924339394,2.43,1.74,3.08
pictures,3.5413,5.11,2.58,1.7,4.71
played,3.458,3.710483594,2.58,1.87,
helped,3.3782,4.461025469,2.58,2.12,
lately,3.3909,,,1.8,1.41
names,3.4389,3.767508333,2.29,1.98,
conversation,3.4055,7.79,2.32,1.64,3.28
department,3.5128,9.7923,2.02,1.88,3.3
pardon,3.5183,7.96400202,2.43,1.48,2.24
captain,4.0262,5.926266667,2.16,1.5,4.19
books,3.5387,3.890078594,2.43,1.67,
crime,3.5604,7.425790625,2.17,1.33,3.03
dollars,3.602,4.859987879,2.44,1.59,
knowing,3.3632,4.685077957,2.43,1.87,1.59
steal,3.4347,6.122714946,2.34,1.79,3.84
america,3.5993,,,,
above,3.3969,4.791637727,2.44,2.24,3.33
bottom,3.406,4.450457197,2.22,1.93,4.25
wild,3.466,6.381953125,2.58,1.77,2.41
smile,3.4711,3.802460938,2.58,1.42,4.5
apartment,3.627,9.0369,2.44,1.48,4.9
bringing,3.3585,4.45401125,2.43,2.26,
partner,3.584,6.480666667,2.44,1.65,3.53
track,3.4539,7.277269792,2.43,1.66,4.31
ok,4.4138,4.694279697,1.75,1.43,2.11
scene,3.5807,8.074973118,2.25,1.91,3.93
pants,3.4767,6.006475806,2.33,1.43,4.86
themselves,3.37,7.15891,2.44,2.16,2.93
empty,3.382,5.065116894,2.58,1.77,3.43
comfortable,3.3818,7.17,2.31,1.82,2.33
major,3.7279,8.99510303,2.58,2.24,2.16
train,3.6857,5.527660323,2.44,1.57,4.79
letter,3.6247,5.340541414,2.34,1.64,4.7
continue,3.4028,7.53,2.58,2.22,2.36
evidence,3.6371,10.03,2.58,1.99,3.65
excellent,3.4296,7.37,2.25,1.97,2.11
hole,3.4728,4.5400775,2.43,1.56,4.81
ooh,3.6838,,,1.39,
drinking,3.4291,3.570535469,2.44,1.62,4.14
marriage,3.5945,7.301194949,2.45,1.43,2.51
sing,3.6971,4.124330781,2.43,1.46,4.34
locked,3.4267,6.033004167,2.33,1.75,4.43
fuck,4.2857,,,1.2,3.19
dreams,3.5167,5.188344531,2.43,1.62,
allowed,3.3593,6.120925,2.17,2.25,
apparently,3.3831,,,2.13,1.75
hat,3.5151,3.453620968,2.44,1.65,4.88
yep,3.4151,,,0.78,
christ,3.6626,,,1.22,
l,3.685,,,,3.13
leaves,3.3649,5.594796875,2.17,1.8,4.78
starts,3.3685,5.008958172,2.58,1.97,
due,3.3572,7.743101563,2.07,2.28,3.21
excited,3.3945,6.14078,2.58,1.8,2.32
final,3.4038,7.172581616,2.43,2.08,2.67
nuts,3.4362,4.7698125,2.33,1.6,
lights,3.4591,4.670701042,2.24,1.6,
dressed,3.3793,4.234387328,2.43,1.62,3.41
fish,3.6293,4.291244253,2.58,1.4,5
somehow,3.3638,6.34834,2.58,1.77,1.28
checked,3.3771,6.407641875,2.58,1.78,2.82
